,tweet,dialect
329,هههههههههههههههههههههههههههههههههههههههه اضحك الله سنكِ ههه,Qatar
330,تعي انا افشخك واخليكي ما تقدري تقدي بعدا,Iraq
331,صباااااح النوووور ي وجه السعد,Yemen
332,#جملة_مافي_أم_ما_قالتها أربع وعشرين ساعة على هلجوال,Saudi_Arabia
333, USER  ياعيني وين هذا يكيرلا,Tunisia
334,سي رزقي عاند وما تحسدش ههه,Algeria
335,ليبي ومرته #متعاركين طلعو بالسياره وفي طريقهم شافوا .. سياره معبيه #بقر قتله مرته يقربولك قاللها اي هادو #انساباتي #فنون_القصف,Libya
336,مصري، زمالكاوي، برشلوني، ارجنتيني .. مين أسعد واحِد فالمجرّه نااو ؟!. ده الحل . URL ,Syria
337,الشغل بيعيّش الكراش دوزنت!,Syria
338,ودي اوقف في حضورك زماني URL  …,United_Arab_Emirates
339,كنا مفتكرينو وطني نظيف,Iraq
340,الى بوبجي يافندم,Iraq
341,#سبب_العنوسة إحدى اﻷسباب..لما البنت بتشوف حالا كتير ومابيعجبا العجب,Syria
342,قصدك إذا فحطو في آسيا,Bahrain
343,ههههههههه ولك دراسه يومي كنت ادرس مش عشان امتحان,Palestine
344,يحلمو بيهم من كثر التفكير وكرهم ليهم,Libya
345,ولا عمري روحتها,Egypt
346,لعد وين راح الشعر هااا,Iraq
347,خير خير يا كبير,Egypt
348,مواهب مدفونه واجتهم فرصه يظهروها,Lebanon
349,انداري كل واحد بفهم ع حسب مرضه النفسي وبقيسها ع حاله وغالبا بفترض سوء النية ف الله يعين الناس ويشفيهم الا من رحم ربي,Palestine
350,كل اصحابه مسويين,Morocco
351,يا عمري والنبي منظر يبجي,Iraq
352,مره ثانيه ان شاءالله #تصريفه_دايم_تقولها,Saudi_Arabia
353,والله لعيب بس ما اخذ فرصته,Saudi_Arabia
354,رجل او حساب عيدروس او حساب بخيتي او حساب توكل او... الخ نام واتغطى اهم شي,Yemen
355,مبروك وجدان تستاهلي اكثر شاهدين لك يارب,Saudi_Arabia
356,شكد حلو تفتح جنطتك ب11 بليل موحتى تدرس لااااااا تاكل الجبس الزاد من الدوام وجبته وياك,Iraq
357,رجلها في داك الوقت ام في هذا الوقت راتبوها,Algeria
358,"انا والله مو موّنسني في حياتي الا نوره ,فعاليات اليوم لاتقدر بثمن",Saudi_Arabia
359,عادتاً ما يكون لعبي كلش جدي وساد المايك اصلا حته اركز بصوت اللعبه,Iraq
360,ايه الضحك ده  URL  …,Egypt
361,يحطط الملك سلمان عذر الزلابه يعنني وطني,Saudi_Arabia
362,اغسل يدينك فالجفا من رجوعي الحب شي و عزة النّفس أشياء !,Morocco
363,انا مجاليش حتى عجوة من غير بسكوت يا سيدو احنا مش قد المقام يا صاحبى,Egypt
364,هتعرف ياد انت وهو,Egypt
365,اذا احد فضل غيرك عليك....لا تزعل وتاخذها بحساسية...... لانه من الصعب اقناع القرد ان الفراولة الذ من الموز....,Libya
366,اخدناها بجدية تسلمى,Algeria
367,الحرب ليست جهوية، الحرب ليست بين مناطق ليبية أو مدن أو أقاليم، شوفوا الصحافة العالمية كيف تتناول في الوضع في ليبيا، شوفوا تحليلهم للأوضاع، متبعين الشأن الليبي من 2011. رجاء ما حد يستسهل تكييف الحرب و يقول بكل بساطة أنها حرب جهوية.,Libya
368,اكثر شي استمتع بيه لمن انسان يجذب عليك و انت تعرف كل الي يكولة بجذبه و بصدكه و لمن يدعي اشياء و انت تعرف كلش زين هل اشياء مو حقيقيه يا اخي ونسه خصوصا لمن تسايرة بيهن و تقنعه انو انت مصدك,Iraq
369,""" USER  وانت من آهله ومبرووك الدوري ابوفيصل \""""",Saudi_Arabia
370,هاااااا شكراً كنت افكر وش ترجمتها من فتره,Somalia
371,#الابتعاث_افسد_بناتنا_وشبابنا الابتعاث مفيد للاستفاده من خبرات وجامعات الدول المتقدمه بس للاسف بعض الطلبه لم يعي معنى الابتعاث,Iraq
372,والله ما انا فاكر كنت باخد عربي اصلا ولا اي  URL  …,Egypt
373,يعني اذا نحمد الله ليل ونهار على النعم العدنا مانوفينو نقيطه من حقو ياربي الف الحمد لله والشكر على كلشي,Iraq
374,زييييينة كذب شو تنرفزت كيف نزعتلي القعدة و ايي ايييي قريباً,Syria
375,ايه .. بعد اول صبي وفي اول حفل عيد زواج راح تلقي مع الخسات شرايح طماطم URL ,Sudan
376,الله يبني بيتك ي بو محمد ونتمنى لك حياه سعيدة,Syria
377,احسن تعالا اقعد اسكر معايا  URL  …,United_Arab_Emirates
378,ايه في ايه ؟! URL ,Egypt
379,يكمل عقدو في الصين و بعد يمشي كان تفاهمو في الفلوس,Tunisia
380,لا ...الراوتر لازال اكو نت,Iraq
381,كي ما دارتش بونيا و سبان في المباشر كلو باهي,Tunisia
382,"""الكفر ملة واحدة \""زي بعض\""""",Algeria
383,للاسف في الحالة هذي حتي تقعد مرات مايصيرش من القرايا طمن روحك وانقل شيت افضل حل,Tunisia
384,ديرو الكاسيت علي راصو   URL  …,Mauritania
385,ارحب يالامير بعض مالديكم ربي يسعدك,Saudi_Arabia
386,مش قادر اشيل من راسي فكرة انك راح تتركني وتنسي سنيني معاك,Egypt
387,ههههه ونعم بالله,Oman
388,انه ادري الكليه كله معطله والامتحانات خلصت,Iraq
389,هيدي الورقة من اليوم الاول موجودة. هلق مفصّلة اكتر,Lebanon
390,الله يسلمك وياك يارب,Saudi_Arabia
391,هههههه روعة شاركوا  URL ,Iraq
392,الله اكبر شلون تستفز هاي,Iraq
393,وبرغم ان مش معاه، انا هفضل برضه حباه....,Morocco
394,اتفضلي يا قمر,Egypt
395,صباح الحزن اللى هيتلون صباحكم جميل بيكم وليكم URL  …,Egypt
396,الله وانا مالی یا لمبی انت الی بتتذاکی,Egypt
397,لازالنا حيوانات و بننظر للمنتحر نظرة دونية بنت كلب,Egypt
398,الله يبارك فيك سلوم,Saudi_Arabia
399,وانت ملكش عازة اخرك دمعة و جنازة,Egypt
400,(الله يرضي عليكم ...... قاليكم سيدي) ههههههههه الجهل بعينييييييه . تباااا !!!! أصبحنا أضحوكة لباقي الشعوب . الحاقد,Morocco
401,كانك قدرت تحب غيري كثيرين .. أنا عجزت أحب واحد بدالك .,Qatar
402,تحبه وتتقنه وتتفنن في انجازه بس الادمان ماها,Libya
403,رحت لإشتري رز بسمتي شفت الكيلو ب 5000 طارت بسمتي ونزلت دمعتي,Lebanon
404,ترا متعطل تو م ينزل صور و مقاطع فيديو ومقاطع صوتيه,Oman
405,هوما لي هدرو الهدرة هذي حنا خاطيـــــــــنا ;) ! . #USMA ²²!  URL ,Algeria
406,شكله عبدالعزيز العجيل,Saudi_Arabia
407,طحالب لبنان الكلاب يهتفوا الله ولبنان وعون وبس,Libya
408,غير لبستك بس .. صباحك حموري ..,Libya
409,طيب وهيه ايضا تروح تعشق شخص اخر,Iraq
410,منين جاب هالبنطلون URL  …,Jordan
411,ههههههههههههههههههههههه بث مبارايات المنتخب المبنى احترق على نهاية الراوند والمعلقين شردو,Iraq
412,كيف ماقال الزعيم :يخرب عقلك دا انت مسخره,Tunisia
413,نوكيا الرهيب اللون فضي .. أول ما نزل أبو الكشخه #اول_جوال_اشتريته,Bahrain
414,الله ياخذك يابيب واضحه وصراحه اللقب لذولاك,Saudi_Arabia
415,تعرفوها الفدة متاع نهار العيد في العشية انا نخمم فيها من توا هههههه :v,Tunisia
416,J'aime une vidéo  USER  de  USER  - Choufli 7all 2009 / S5 Ep 2 شوفلي حل الحلقة  URL ,Algeria
417,آصـلهــأ مـ‘ـش هـتـفـرق آن كـــأن ع ـــنـدكـ صحــأأب آو 2ـــد بتـ2ــبـه - آطـمـن مـ2ــدش هيـسـئــأل عــليكـ آؤؤؤ...  URL ,Egypt
418,وزير الصحه يحضر حفل تخرج الالاف الاطباء والصيادله والاخصائين الصحيين ويقول ثروة الوطن ولكن مادرى انهم بينضمون لاخوتهم العاطلين,Saudi_Arabia
419,كلهم ابدااع و حبيت الأنمي بوجودهم و حروب متاعهم خيال,Libya
420,عساس انت بكرت,Syria
421,لابيره ماشي حالها,Libya
422,وكم من ضحكه ضحكتها وأنا نقول في قلبي؟ شقال هذا !! هههه,Tunisia
423,الله يعزك مروان يا باهي,Tunisia
424,اذكر مقطع الجمال في المطر قبل فترة وكيف اثر في الناس كلها هنا وحتى الغرب شفت كم برنامج يتكلم عن المقطع بكل دهشة وجمال، ومن جانب ثاني اشوف أفلامنا وبكل صراحة تخاطب الغرب للأسف وهذه هي المشكلة لأن لو حاولو مليون مرة لن يصلوا لهم وبالتأكيد لن يصلوا لنا.,Saudi_Arabia
425,اشتري من عندهم استاذي اكيد الاشياء الكبيره مثل العيش والطحين والبهارات بس تو طلعلنا اشياء ثانيه وحدي حتى ما اعرف انطقها,Oman
426,اخوية الغالي يتالق.... رفعت راسنا و احلى M للصبح  URL ,Iraq
427,انا عارف انك متعرفيش اني كل يوم بدخل بروفايلك وبفرح قوي لما بشوفلك صوره جديده .. بس عارف انك مش نصيبي,Egypt
428,كنت مستنيه اشوف هيحصل حاجه ولا لاء بس بما ان الجدول زي ماهو فيلا نعيط بقي,Egypt
429,شكيت حنون يعني شكيت ..حلت عليكي اللعنة ههههه,Algeria
430,ههههههه الله يثبتك,Jordan
431,قالولو زعلانين من امتحان الميدترم صالحهم ب quiz,Egypt
432,بنات سلطانة اخف دم منه URL  …,Libya
433,هيدا من مسؤولية مين المياه تغمر اوتوستراد نهر ابراهيم باتجاه جبيل URL ,Lebanon
434,بقيت شغال بيبي سنتر علي اول الصبح,Egypt
435, USER  اليوم الأمور طيبة ولا ما تشوفني متفيق كذاك,Oman
436,اذكر الله وخل عنك الهبال,Syria
437,حقيقة ... نفس الشعب اللذي يشتكي من غلاء الأسعار يشتري اي سلعة بأي ثمن يحطه التاجر ..,Morocco
